VGS_H	VGS_L	VDS_H	VDS_L	ID_H	ID_L	L_d_int	L_s_int	L_g_int	L_d_pin	L_s_pin	L_g_pin	L_dH_ext	L_sH_ext	L_gH_ext	L_dL_ext	L_sL_ext	L_gL_ext	L_Hwire	L_Lwire
1,954243400	1,679456600	14,424387000	28,097810000	1,402282400	2,432849800	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	1,43e-08	1,00e-09
2,799389800	1,287606900	16,175882000	30,677292000	1,655989600	2,364475900	3,80e-10	5,43e-09	3,20e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,410560400	1,448912200	14,699621000	27,745635000	1,544602700	2,548841200	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,20e-08	1,43e-08	1,00e-09
2,769092600	1,095203700	37,068087000	36,819109000	2,388646600	1,612179000	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,709576900	1,162292800	35,712148000	35,645944000	2,412890400	1,813700600	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,723264500	1,084417100	36,490801000	36,259260000	2,401312200	1,712454300	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,620166500	1,311402800	15,441926000	29,318495000	1,699193100	2,106359700	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,644284800	1,368083300	16,481549000	29,376797000	1,659072800	2,050798700	3,80e-10	5,43e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,596141600	1,240533500	36,238815000	33,893875000	2,531610100	2,262805700	9,86e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,719330500	1,154211400	35,606593000	35,616780000	2,372024100	1,810583400	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,725572200	1,339558300	14,803777000	29,626093000	1,647822100	2,547204800	9,86e-10	5,43e-09	3,20e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,43e-08	1,00e-09	1,00e-09
2,115458700	2,028954800	14,557771000	25,286471000	1,976261200	2,832506700	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	3,20e-08	1,00e-09
2,583587100	1,287911000	17,724342000	29,536618000	1,573745500	2,143495200	3,80e-10	5,43e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,096197400	2,221053400	14,444227000	25,342261000	1,922208200	2,793385000	9,86e-10	5,43e-09	1,43e-08	1,00e-09	5,43e-09	1,43e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	3,20e-08	1,00e-09
2,656279100	1,105543400	36,450222000	34,877168000	2,527645100	2,241498200	9,86e-10	3,00e-09	5,43e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,00e-09	1,00e-09	1,00e-09
1,960545800	1,719325800	14,386834000	28,079981000	1,401227200	2,432742800	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,00e-09	1,43e-08	1,00e-09
1,903466700	1,757955700	13,766527000	26,865463000	1,442738000	2,476326500	1,87e-09	5,43e-09	1,43e-08	1,00e-09	5,43e-09	1,43e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,618916000	1,358248300	16,023131000	29,195239000	1,634456100	2,066444400	1,87e-09	5,43e-09	1,43e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,603022500	1,289748800	18,114661000	29,439808000	1,619156500	2,086205700	5,43e-10	5,43e-09	1,43e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,525096700	1,122166900	36,104638000	34,600009000	2,580261200	2,270498800	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09
2,673642700	1,248036000	17,052609000	29,660036000	1,607651400	2,213656800	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,424430800	1,122350100	36,202344000	34,365134000	2,521563800	2,253214900	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,43e-08	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,615636400	1,289088000	16,933789000	29,468844000	1,620877500	2,086341500	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,626150400	1,377558400	15,870875000	29,417223000	1,628035500	2,118294500	3,80e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,791722300	1,013093600	35,240641000	37,049021000	2,337008200	1,655103800	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09
2,275575200	1,283695600	38,209166000	36,270133000	2,152987600	2,086730300	3,80e-10	3,00e-09	1,00e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,479133800	1,336039000	36,649273000	33,601893000	2,569976500	2,322053200	3,80e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,00e-09	1,43e-08	1,00e-09
2,817190100	1,005823400	36,877751000	37,239261000	2,296720600	1,618713000	1,43e-09	3,00e-09	1,00e-09	9,86e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09
1,784747200	1,909650100	13,981190000	26,094535000	1,552009500	2,550217700	1,87e-09	5,43e-09	1,43e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	5,43e-09	1,43e-08	3,20e-08	1,00e-09
1,894994900	1,720317800	14,479203000	27,284498000	1,423184000	2,458898000	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,631164700	1,360732200	14,475402000	29,085967000	1,644980000	2,563245600	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,87e-08	5,43e-09	1,87e-08	2,50e-09	1,00e-09
2,755346000	1,151414000	35,481984000	36,372465000	2,392295000	1,768379400	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,43e-08	5,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,655399700	1,378052700	15,079373000	28,792269000	1,583983800	2,532200400	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,00e-09	2,31e-08
2,295164200	1,271238500	36,710109000	36,521919000	2,174427100	2,081759600	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09
2,341058300	1,262055000	36,533913000	35,674921000	2,232888500	2,112818800	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	6,00e-09	1,87e-08	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,793560400	1,051671300	37,000326000	36,946120000	2,387510200	1,593618600	9,86e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,017997300	1,833728800	13,786235000	26,154660000	1,598588000	2,576310500	9,86e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	9,86e-09	5,43e-09	1,20e-08	3,20e-08	1,00e-09
2,601765400	1,303454600	16,606803000	29,326108000	1,606262600	2,085501600	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,803498800	1,015265300	37,111059000	37,195794000	2,322782100	1,617219300	3,80e-10	3,00e-09	1,00e-09	9,86e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09
2,652774800	1,250284500	17,348695000	29,656769000	1,606444400	2,222765300	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	2,50e-09	2,31e-08
2,824689600	1,246214600	35,880776000	35,181496000	2,421258300	1,894564100	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,621203600	1,288080100	16,114131000	29,491564000	1,626942400	2,140413800	3,80e-10	5,43e-09	3,20e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,738499200	1,241508700	34,646500000	36,583852000	2,458850200	1,942430600	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,800657300	1,318581400	15,452411000	30,469294000	1,688348000	2,520945300	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,43e-08	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,782176000	1,079272400	37,501362000	37,101174000	2,396929200	1,578800200	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08
2,644245900	1,255320600	17,124881000	29,603150000	1,613702700	2,218863600	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,752292100	1,118164200	36,662599000	36,357130000	2,387212400	1,686343500	9,86e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,525407700	1,097489200	36,115220000	34,632755000	2,590822400	2,281085100	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,43e-08	5,43e-09	1,43e-08	1,00e-09	1,00e-09
2,629629100	1,263345500	16,894006000	29,611620000	1,619661800	2,207729700	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	9,86e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,793268800	1,042994600	35,926296000	37,037700000	2,379376400	1,588408300	9,86e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09
2,785540900	1,041245100	34,713628000	36,519545000	2,311232000	1,718264900	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,270164100	1,319840000	38,283201000	36,262384000	2,160366700	2,095415400	3,80e-10	3,00e-09	1,00e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08
2,813097000	0,992075140	35,624940000	37,409605000	2,320889100	1,598982700	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	2,50e-09	2,31e-08
2,657336100	1,363003600	14,402802000	29,391059000	1,601357100	2,527841300	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,87e-08	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,774502100	1,070734400	34,639015000	36,407906000	2,331866600	1,748220000	3,80e-10	3,00e-09	9,86e-09	1,00e-09	9,86e-09	3,00e-09	1,00e-09	1,00e-09	9,86e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
1,759006200	1,904469200	16,259201000	28,048645000	1,433808200	2,452434700	3,80e-10	5,43e-09	1,43e-08	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,43e-08	3,20e-08	1,00e-09
2,789776100	1,015394200	35,230204000	37,078861000	2,340653500	1,653120500	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09
2,622278500	1,312073700	15,493966000	29,336752000	1,682459000	2,094045200	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	5,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,096050800	1,583508200	13,797531000	26,691549000	1,534598300	2,550603000	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	9,86e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,753125500	1,224949100	35,623707000	35,570528000	2,381880300	1,818158700	9,86e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,669963400	1,379432300	14,943060000	28,838966000	1,563885300	2,517610200	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,598857700	1,347453100	16,254288000	29,333164000	1,689749500	2,043027000	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,068687400	1,652128700	14,491011000	26,360201000	1,576065600	2,575144400	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	6,00e-09	1,43e-08	3,20e-08	1,00e-09
2,651940500	1,374368200	15,202987000	28,759207000	1,626989900	2,556244700	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,859372700	1,400983300	13,957855000	28,714984000	1,960101700	2,088817700	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,498585800	1,426172800	14,688789000	28,217445000	1,510407100	2,510278900	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	9,86e-09	9,86e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,312636900	1,564477700	13,573192000	30,292609000	1,464372200	2,456068900	3,80e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	1,43e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,899788700	1,654018100	14,306826000	29,950701000	1,805245800	2,257458100	3,80e-10	5,43e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	5,43e-09	1,00e-09	3,20e-08	1,00e-09
2,929347000	1,406354200	13,681789000	27,918784000	2,040355200	2,107636000	3,80e-10	5,43e-09	3,20e-08	1,00e-09	5,43e-09	9,86e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,649195800	1,251406900	17,650818000	29,567318000	1,579734600	2,141316600	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,793241000	1,013180900	34,806570000	36,569855000	2,307722900	1,673477700	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,655899100	1,377369300	15,069997000	28,782155000	1,584375300	2,532187200	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,789142300	1,161608600	36,933670000	36,003438000	2,415761100	1,726994500	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,588491300	1,282779900	18,222407000	29,482662000	1,575547600	2,186406400	9,86e-10	5,43e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,763257900	1,438888900	14,394721000	29,300750000	1,815275400	2,106611200	3,80e-10	5,43e-09	1,43e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	5,00e-09	6,00e-09	1,00e-09	3,20e-08	1,00e-09
2,777599000	1,103040900	37,318683000	36,206903000	2,409866100	1,715681900	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,329036300	1,499194000	13,577551000	29,721626000	1,416675300	2,433088000	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,87e-08	1,43e-08	5,43e-09	1,43e-08	1,43e-08	1,00e-09
2,604825700	1,346170300	15,991484000	29,279922000	1,710140900	2,036191800	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,784083900	1,073093000	37,417540000	37,097393000	2,387698000	1,572881400	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,788366900	1,026756400	35,066088000	37,018325000	2,353230700	1,689815500	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	6,00e-09	1,43e-08	1,00e-09	1,00e-09
1,659080600	2,022585400	13,891352000	26,961326000	1,476469900	2,500843100	3,80e-10	5,43e-09	1,43e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,25e-08	3,20e-08	9,86e-09	6,00e-09	1,20e-08	3,20e-08	3,20e-08
2,897768400	1,455703700	13,652303000	27,754760000	2,097981800	2,156996600	3,80e-10	5,43e-09	3,20e-08	1,00e-09	5,43e-09	3,20e-08	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,624077700	1,243380000	18,150029000	29,453220000	1,627816900	2,086278300	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,753292000	1,363304600	14,422145000	28,554302000	1,819398500	2,004210500	9,86e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	1,43e-08	1,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,657464900	1,309329800	14,742800000	28,898261000	1,765332700	2,023629500	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,00e-09	5,43e-09	1,20e-08	1,43e-08	1,00e-09
2,667233200	1,432810200	14,432213000	29,550879000	1,473777200	2,461089500	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	5,00e-09	1,00e-09	9,86e-09	9,86e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,316372100	1,485918100	14,508123000	27,466367000	1,492288900	2,521150900	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,87e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,332046300	1,828199700	13,781462000	26,250245000	1,723855700	2,655814200	5,43e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	9,86e-09	5,43e-09	1,20e-08	3,20e-08	1,00e-09
1,957802400	1,705312100	13,651369000	28,541565000	1,393782800	2,428062100	2,31e-09	5,43e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	3,20e-08	1,00e-09
2,620226600	1,271238200	17,519334000	29,450873000	1,679802300	2,036278800	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,565737600	1,323385600	17,601700000	29,433179000	1,572915600	2,181273600	2,31e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	3,20e-08	1,00e-09
2,849467100	0,954873620	35,962438000	37,141980000	2,302106800	1,655914000	2,76e-09	3,00e-09	5,43e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,732094100	1,314018400	34,962442000	35,892965000	2,395902500	1,887916800	3,80e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	2,31e-08	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,43e-08	1,00e-09
2,535691000	1,475945900	13,623042000	31,115622000	1,496766000	2,473463700	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,87e-08	1,43e-08	5,43e-09	1,43e-08	1,10e-08	1,00e-09
2,685083000	1,318080100	15,380538000	29,279296000	1,700250600	2,084157300	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	2,31e-08	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,43e-08	1,00e-09
2,118720800	1,566545800	15,602374000	29,119150000	1,404960800	2,436083700	3,80e-10	5,43e-09	1,43e-08	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,43e-08	1,43e-08	1,00e-09
2,429703000	1,409238600	14,073814000	28,375922000	1,554754900	2,534755400	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,87e-08	1,43e-08	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,623683000	1,438921400	15,950238000	29,435832000	1,617863900	2,122123500	3,80e-10	5,43e-09	1,00e-09	1,00e-09	1,00e-09	9,86e-09	5,43e-09	1,00e-09	3,20e-08	1,00e-09	5,43e-09	1,20e-08	1,43e-08	1,00e-09
2,010024300	1,845602100	13,814075000	26,158291000	1,602587000	2,583564200	9,86e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	9,86e-09	5,43e-09	1,87e-08	3,20e-08	1,00e-09
2,776630200	1,056741500	37,582348000	36,888199000	2,372667600	1,591896400	3,80e-10	3,00e-09	5,43e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09
2,789955800	1,008318300	35,233535000	37,090057000	2,342132300	1,654632500	3,80e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	6,00e-09	1,00e-09	1,00e-09
2,543675600	1,480218400	14,204578000	29,623724000	1,429355800	2,436835200	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,87e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
1,915670800	1,772885300	13,835447000	27,640102000	1,403253000	2,445893600	1,87e-09	5,43e-09	1,43e-08	1,00e-09	5,43e-09	1,43e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	1,43e-08	1,00e-09
